timestamp	max	min	average
452758	19	17	18
452959	19	17	18
453159	19	17	18
453359	19	17	18
453560	19	17	18
453760	19	17	18
453961	19	17	18
454161	19	17	18
454361	19	17	18
454562	19	17	18
454762	19	17	18
454962	19	17	18
455163	19	17	18
455363	19	17	18
455563	19	17	18
455764	19	17	18
455964	19	17	18
456164	19	17	18
456365	19	17	18
456565	19	17	18
456765	19	17	18
456966	19	17	18
457166	19	17	18
457366	19	17	18
457567	19	17	18
457767	19	17	18
457967	19	17	18
458168	19	17	18
458368	19	17	18
458568	19	17	18
458769	19	17	18
458969	19	17	18
459170	19	17	18
459370	19	17	18
459570	19	17	18
459771	19	17	18
459971	19	17	18
460171	19	17	18
460372	19	17	18
460572	19	17	18
460772	19	17	18
460973	19	17	18
461173	19	17	18
461373	19	17	18
461574	19	17	18
461774	19	17	18
461974	19	17	18
462175	19	17	18
462375	19	17	18
462575	19	17	18
462776	19	17	18
462976	19	17	18
463176	19	17	18
463377	19	17	18
463577	19	17	18
463777	19	17	18
463978	19	17	18
464178	19	17	18
464378	19	17	18
464579	19	17	18
464779	19	17	18
464980	19	17	18
465180	19	17	18
465380	19	17	18
465581	19	17	18
465781	19	17	18
465981	19	17	18
466182	19	17	18
466382	19	17	18
466582	19	17	18
466783	19	17	18
466983	19	17	18
467183	19	17	18
467384	19	17	18
467584	19	17	18
467784	19	17	18
467985	19	17	18
468185	19	17	18
468385	19	17	18
468586	19	17	18
468786	19	17	18
468987	19	17	18
469187	19	17	18
469387	19	17	18
469588	19	17	18
469788	19	17	18
469988	19	17	18
470189	19	17	18
470389	19	17	18
470589	19	17	18
470790	19	17	18
470990	19	17	18
471190	19	17	18
471391	19	17	18
471591	19	17	18
471791	19	17	18
471992	19	17	18
472192	19	17	18
472392	19	17	18
472593	19	17	18
472793	19	17	18
472994	19	17	18
473194	19	17	18
473394	19	17	18
473595	19	17	18
473795	19	17	18
473995	19	17	18
474196	19	17	18
474396	19	17	18
474596	19	17	18
474797	19	17	18
474997	19	17	18
475197	19	17	18
475398	19	17	18
475598	19	17	18
475798	19	17	18
475999	19	17	18
476199	19	17	18
476399	19	17	18
476600	19	17	18
476800	19	17	18
477000	19	17	18
477201	19	17	18
477401	19	17	18
477602	19	17	18
477802	19	17	18
478003	19	17	18
478203	19	17	18
478403	19	17	18
478603	19	17	18
478804	19	17	18
479004	19	17	18
479204	19	17	18
479405	19	17	18
479605	19	17	18
479806	19	17	18
480006	19	17	18
480206	19	17	18
480407	19	17	18
480607	19	17	18
480807	19	17	18
481008	19	17	18
481208	19	17	18
481408	19	17	18
481609	19	17	18
481809	19	17	18
482010	19	17	18
482210	19	17	18
482410	19	17	18
482611	19	17	18
482811	19	17	18
483011	19	17	18
483212	19	17	18
483412	19	17	18
483612	19	17	18
483813	19	17	18
484013	19	17	18
484214	19	17	18
484414	19	17	18
484614	19	17	18
484815	19	17	18
485015	19	17	18
485216	19	17	18
485416	19	17	18
485616	19	17	18
485817	19	17	18
486017	19	17	18
486217	19	17	18
486418	19	17	18
486618	19	17	18
486818	19	17	18
487019	19	17	18
487219	19	17	18
487419	19	17	18
487620	19	17	18
487820	19	17	18
488020	19	17	18
488221	19	17	18
488421	19	17	18
488621	19	17	18
488822	19	17	18
489022	19	17	18
489223	19	17	18
489423	19	17	18
489623	19	17	18
489824	19	17	18
490024	19	17	18
490224	19	17	18
490425	19	17	18
