timestamp	data1	data2
490629	1248086273	0
490729	1247758593	0
490829	1248020737	0
490928	1248151809	0
491028	1248020737	0
491205	1247889665	0
491228	1248020737	0
491328	1248217345	0
491428	1248151809	0
491528	1248413953	0
491627	1248086273	0
491727	1248086273	0
491827	1247824129	0
491927	1248086273	0
492027	1248151809	0
492127	1247889665	0
492226	1248151809	0
492326	1248217345	0
492426	1247955201	0
492526	1248020737	0
492626	1247955201	0
492726	1248086273	0
492825	1248151809	0
492925	1248282881	0
493025	1248086273	0
493125	1248086273	0
493225	1248217345	0
493325	1248020737	0
493425	1248348417	0
493524	1248086273	0
493624	1248020737	0
493724	1248151809	0
493824	1248217345	0
493924	1248217345	0
494024	1247561985	0
494123	1247561985	0
494223	1247955201	0
494323	1247824129	0
494423	1247955201	0
494523	1248020737	0
494623	1248217345	0
494722	1248086273	0
494822	1248217345	0
494922	1247693057	0
495022	1248020737	0
495122	1248151809	0
495222	1248217345	0
495322	1248086273	0
495421	1248348417	0
495521	1248151809	0
495621	1247889665	0
495721	1247955201	0
495821	1248217345	0
495921	1248282881	0
496020	1248020737	0
496120	1248020737	0
496220	1248151809	0
496321	1248020737	0
496420	1248151809	0
496520	1247955201	0
496619	1247693057	0
496719	1248217345	0
496819	1248086273	0
496919	1247889665	0
497019	1247889665	0
497119	1247955201	0
497218	1248020737	0
497318	1248086273	0
497418	1248282881	0
497518	1248217345	0
497618	1247889665	0
497718	1248020737	0
497818	1248151809	0
497917	1247955201	0
498017	1248020737	0
498117	1248282881	0
498217	1248151809	0
498317	1248151809	0
498417	1248151809	0
498516	1248151809	0
498616	1247824129	0
498716	1248217345	0
498816	1248020737	0
498916	1248348417	0
499016	1248086273	0
499115	1248282881	0
499215	1248282881	0
499315	1247955201	0
499415	1248086273	0
499515	1248348417	0
499615	1248151809	0
499715	1248348417	0
499814	1248217345	0
499914	1247955201	0
500014	1248282881	0
500114	1248151809	0
500214	1248217345	0
500314	1248151809	0
500413	1248151809	0
500513	1248151809	0
500613	1248151809	0
500713	1247889665	0
500813	1248217345	0
500913	1248086273	0
501013	1247824129	0
501112	1248151809	0
501212	1248151809	0
501312	1247889665	0
501412	1248151809	0
501512	1248217345	0
501612	1248086273	0
501711	1247889665	0
501811	1247824129	0
501911	1248151809	0
502011	1248086273	0
502111	1248348417	0
502211	1248348417	0
502310	1248151809	0
502410	1248151809	0
