timestamp	x	y	z	scale
490650	0	-0.6999999999999886	1	500
490751	-0.19999999999998863	-0.6999999999999886	1.3999999999999773	500
490851	-0.19999999999998863	-1	0.8999999999999773	500
490950	-0.10000000000002274	-1.1000000000000227	1.1000000000000227	500
491050	-0.10000000000002274	-1	1.3999999999999773	500
491205	-0.30000000000001137	-0.30000000000001137	1.8999999999999773	500
491250	-0.19999999999998863	-0.8999999999999773	1.1999999999999886	500
491350	-0.5	-0.8000000000000114	1.6000000000000227	500
491551	-0.39999999999997726	-0.8999999999999773	1.3000000000000114	500
491650	0.10000000000002274	-1	1.1999999999999886	500
491750	-0.19999999999998863	-0.8000000000000114	1.5	500
491851	-0.39999999999997726	-0.5	1.1000000000000227	500
491951	0.19999999999998863	-1.3000000000000114	1.3000000000000114	500
492050	-0.39999999999997726	-0.5	1.1000000000000227	500
492150	-0.30000000000001137	-1.1000000000000227	1.3000000000000114	500
492251	-0.30000000000001137	-1	1.1000000000000227	500
492350	0.10000000000002274	-0.6000000000000227	1.5	500
492450	-0.5	-1.1000000000000227	1.3999999999999773	500
492551	0.10000000000002274	-0.8000000000000114	0.6999999999999886	500
492651	-0.10000000000002274	-1.1999999999999886	1.1000000000000227	500
492750	-0.5	-0.8999999999999773	1.1000000000000227	500
492850	-0.39999999999997726	-0.6000000000000227	1.5	500
492950	-0.19999999999998863	-1	1	500
493051	-0.39999999999997726	-1	1.1999999999999886	500
493150	-0.10000000000002274	-1	1	500
493251	-0.19999999999998863	-0.8999999999999773	1.1000000000000227	500
493350	-0.6000000000000227	-1.1999999999999886	1.1999999999999886	500
493451	-0.30000000000001137	-0.8999999999999773	0.8999999999999773	500
493550	0	-0.8999999999999773	0.8999999999999773	500
493650	-0.19999999999998863	-0.19999999999998863	1.6999999999999886	500
493751	0.5	-0.8000000000000114	1	500
493851	-0.19999999999998863	-0.39999999999997726	1.1999999999999886	500
493951	-0.19999999999998863	-1.1000000000000227	1.1000000000000227	500
494050	0.10000000000002274	-0.39999999999997726	1.3000000000000114	500
494151	-0.5	-1.5	0.8999999999999773	500
494250	-0.6000000000000227	-0.8999999999999773	1.3000000000000114	500
494350	-0.39999999999997726	-1.3999999999999773	1.3000000000000114	500
494450	-0.39999999999997726	-0.6999999999999886	1.1000000000000227	500
494551	0.10000000000002274	-1	1	500
494650	-0.30000000000001137	-0.6000000000000227	1.6000000000000227	500
494750	-0.19999999999998863	-1	1.3000000000000114	500
494850	0.30000000000001137	-0.39999999999997726	1.1999999999999886	500
494951	0	-1.1999999999999886	0.8000000000000114	500
495051	-0.30000000000001137	-1.1000000000000227	0.8999999999999773	500
495150	-0.19999999999998863	-0.8999999999999773	1.3999999999999773	500
495251	-0.6000000000000227	-0.8000000000000114	0.8999999999999773	500
495351	0.30000000000001137	-0.6000000000000227	1	500
495450	0.10000000000002274	-0.6999999999999886	1.1999999999999886	500
495550	-0.39999999999997726	-0.6000000000000227	1.1999999999999886	500
495651	-0.10000000000002274	-1.1000000000000227	1.1999999999999886	500
495750	0.10000000000002274	-0.8999999999999773	1.6999999999999886	500
495851	0	-0.6000000000000227	1.1000000000000227	500
495951	0.19999999999998863	-0.8000000000000114	1	500
496051	-0.39999999999997726	-0.8999999999999773	1.3000000000000114	500
496151	0	-1	1	500
496251	-0.10000000000002274	-0.8000000000000114	1.1000000000000227	500
496351	0.19999999999998863	-1	1.3000000000000114	500
496451	-0.10000000000002274	-1.1000000000000227	1.5	500
496551	0	-0.8999999999999773	1.1000000000000227	500
496651	-0.39999999999997726	-1.1999999999999886	1.3000000000000114	500
496751	-0.39999999999997726	-1.1000000000000227	1.1000000000000227	500
496851	0.10000000000002274	-1.1999999999999886	1	500
496951	-0.30000000000001137	-0.6999999999999886	1.1999999999999886	500
497051	-0.19999999999998863	-0.5	1.3999999999999773	500
497151	-0.39999999999997726	-0.8999999999999773	1.1999999999999886	500
497251	-0.8000000000000114	-0.8000000000000114	1.1999999999999886	500
497351	0.30000000000001137	-0.6000000000000227	1.1000000000000227	500
497451	-0.10000000000002274	-1.3000000000000114	1	500
497551	-0.5	-0.8000000000000114	1.3000000000000114	500
497651	0	-0.8000000000000114	1.1000000000000227	500
497751	-0.10000000000002274	-1.1999999999999886	1.1000000000000227	500
497851	0	-0.8000000000000114	1.3000000000000114	500
497951	-0.30000000000001137	-0.8000000000000114	1.3999999999999773	500
498051	0.10000000000002274	-1.1999999999999886	1	500
498151	0	-0.8999999999999773	1.1000000000000227	500
498251	-0.19999999999998863	-1.1000000000000227	1.3000000000000114	500
498352	-0.10000000000002274	-1	1.5	500
498451	0.30000000000001137	-0.8999999999999773	1	500
498551	0	-1.1000000000000227	1.1999999999999886	500
498651	-0.19999999999998863	-1.1999999999999886	1.3000000000000114	500
498751	0	-1.1000000000000227	1.3000000000000114	500
498851	0.10000000000002274	-1	1.1000000000000227	500
498951	-0.39999999999997726	-1	1.3000000000000114	500
499051	0.19999999999998863	-0.8000000000000114	1	500
499151	-0.19999999999998863	-0.6999999999999886	1.6000000000000227	500
499251	-0.39999999999997726	-1.1000000000000227	1.1999999999999886	500
499351	-0.30000000000001137	-1.1000000000000227	1.3000000000000114	500
499451	0.19999999999998863	-1	1.1999999999999886	500
499551	-0.30000000000001137	-1.1000000000000227	1.3999999999999773	500
499651	-0.19999999999998863	-1.1999999999999886	1.1999999999999886	500
499751	-0.19999999999998863	-0.8999999999999773	1.3000000000000114	500
499851	-0.19999999999998863	-1.1999999999999886	1.3000000000000114	500
499951	-0.39999999999997726	-0.6000000000000227	1.5	500
500051	-0.19999999999998863	-0.8999999999999773	1.3000000000000114	500
500151	-0.6000000000000227	-1	1.1000000000000227	500
500251	-0.30000000000001137	-1.3000000000000114	1.3000000000000114	500
500351	0	-0.8000000000000114	1.3000000000000114	500
500451	-0.6999999999999886	-1	1.5	500
500551	-0.10000000000002274	-1.1999999999999886	1	500
500651	0	-0.8999999999999773	0.8999999999999773	500
500751	-0.30000000000001137	-0.8000000000000114	1.3000000000000114	500
500851	-0.39999999999997726	-0.30000000000001137	1.5	500
