timestamp	speed	speedms
3434399	0	0
3434499	0	0
3434599	0	0
3434699	0	0
3434799	0	0
3434951	0	0
3434999	0	0
3435099	0	0
3435199	0	0
3435299	0	0
3435499	0	0
3435599	0	0
3435699	0	0
3435799	0	0
3435899	0	0
3435999	0	0
3436099	0	0
3436199	0	0
3436299	0	0
3436399	0	0
3436499	0	0
3436599	0	0
3436699	0	0
3436799	0	0
3436899	0	0
3436999	0	0
3437099	0	0
3437199	0	0
3437299	0	0
3437399	0	0
3437499	0	0
3437599	0	0
3437699	0	0
3437799	0	0
3437899	0	0
3438000	0	0
3438099	0	0
3438199	0	0
3438299	0	0
3438399	0	0
3438499	0	0
3438599	0	0
3438699	0	0
3438799	0	0
3438899	0	0
3438999	0	0
3439099	0	0
3439199	0	0
3439299	0	0
3439399	0	0
3439499	0	0
3439599	0	0
3439699	0	0
3439799	0	0
3439899	0	0
3439999	0	0
3440099	0	0
3440199	0	0
3440299	0	0
3440399	0	0
3440499	0	0
3440599	0	0
3440699	0	0
3440799	0	0
3440899	0	0
3440999	0	0
3441099	0	0
3441199	0	0
3441299	0	0
3441399	0	0
3441499	0	0
3441599	0	0
3441699	0	0
3441799	0	0
3441899	0	0
3441999	0	0
3442099	0	0
3442199	0	0
3442299	0	0
3442399	0	0
3442499	0	0
3442599	0	0
3442699	0	0
3442799	0	0
3442899	0	0
3442999	0	0
3443100	0	0
3443199	0	0
3443299	0	0
3443399	0	0
3443499	0	0
3443599	0	0
3443699	0	0
3443799	0	0
3443899	0	0
3443999	0	0
3444099	0	0
3444199	0	0
3444299	0	0
3444399	0	0
3444499	0	0
3444599	0	0
3444699	0	0
3444799	0	0
3444899	0	0
3444999	0	0
3445099	0	0
3445199	0	0
3445299	0	0
3445399	0	0
3445499	0	0
3445599	0	0
3445699	0	0
3445799	0	0
3445899	0	0
3445999	0	0
3446099	0	0
3446199	0	0
3446299	0	0
3446399	0	0
3446499	0	0
3446599	0	0
3446699	0	0
3446799	0	0
3446899	0	0
3446999	0	0
3447099	0	0
3447199	0	0
3447299	0	0
3447399	0	0
3447499	0	0
3447599	0	0
3447699	0	0
3447799	0	0
3447899	0	0
3447999	0	0
3448099	0	0
3448199	0	0
3448299	0	0
3448399	0	0
3448499	0	0
3448599	0	0
3448699	0	0
3448799	0	0
3448899	0	0
3448999	0	0
3449099	0	0
3449199	0	0
3449299	0	0
3449399	0	0
3449499	0	0
3449599	0	0
3449699	0	0
3449799	0	0
3449999	0	0
3450099	0	0
3450199	0	0
3450299	0	0
3450399	0	0
3450499	0	0
3450599	0	0
3450699	0	0
3450799	0	0
3450899	0	0
3450999	0	0
3451099	0	0
3451199	0	0
3451399	0	0
3451600	0	0
3451799	0	0
3451899	0	0
3452000	0	0
3452099	0	0
3452199	0	0
3452299	0	0
3452399	0	0
3452499	0	0
3452599	0	0
3452700	0	0
3452799	0	0
3452899	0	0
3452999	0	0
3453099	0	0
3453199	0	0
3453299	0	0
3453499	0	0
3453599	0	0
3453699	0	0
3453799	0	0
3453899	0	0
3453999	0	0
3454099	0	0
3454199	0	0
3454299	0	0
3454399	0	0
3454499	0	0
3454599	0	0
3454699	0	0
3454799	0	0
3454899	0	0
3454999	0	0
3455099	0	0
3455199	0	0
3455299	0	0
3455400	0	0
3455499	0	0
3455599	0	0
3455699	0	0
3455799	0	0
3455899	0	0
3455999	0	0
3456100	0	0
3456199	0	0
3456301	0	0
3456399	0	0
3456500	0	0
3456599	0	0
3456699	0	0
3456799	0	0
3456900	0	0
3456999	0	0
3457099	0	0
3457299	0	0
3457399	0	0
3457499	0	0
3457600	0	0
3457699	0	0
3457799	0	0
3457899	0	0
3458000	0	0
3458099	0	0
3458199	0	0
3458299	0	0
3458400	0	0
3458499	0	0
3458599	0	0
3458699	0	0
3458800	0	0
3458899	0	0
3458999	0	0
3459100	0	0
3459199	0	0
3459299	0	0
3459399	0	0
3459500	0	0
3459599	0	0
3459699	0	0
3459799	0	0
3459900	0	0
3459999	0	0
3460099	0	0
3460199	0	0
3460300	0	0
3460399	0	0
3460499	0	0
3460600	0	0
3460699	0	0
3460799	0	0
3460899	0	0
3461000	0	0
3461099	0	0
3461199	0	0
3461299	0	0
3461401	0	0
3461499	0	0
3461599	0	0
