timestamp	x	y	z	scale
3434495	-0.040000000000000036	-0.029999999999999805	0.019999999999999574	4
3434595	-0.029999999999999805	-0.040000000000000036	0.08999999999999986	4
3434695	-0.04999999999999982	-0.029999999999999805	0.009999999999999787	4
3434795	-0.029999999999999805	-0.020000000000000018	0.08000000000000007	4
3434895	-0.040000000000000036	-0.020000000000000018	0.08000000000000007	4
3434995	-0.04999999999999982	-0.029999999999999805	-0.020000000000000018	4
3435095	-0.04999999999999982	-0.020000000000000018	0.019999999999999574	4
3435195	-0.040000000000000036	-0.029999999999999805	-0.040000000000000036	4
3435295	-0.020000000000000018	-0.029999999999999805	0	4
3435395	-0.04999999999999982	-0.020000000000000018	0.03000000000000025	4
3435495	-0.040000000000000036	-0.040000000000000036	-0.009999999999999787	4
3435595	-0.06000000000000005	-0.06000000000000005	0.07000000000000028	4
3435695	-0.029999999999999805	0	0.04999999999999982	4
3435795	0	-0.040000000000000036	-0.04999999999999982	4
3435895	-0.020000000000000018	-0.029999999999999805	0.009999999999999787	4
3435995	-0.040000000000000036	-0.029999999999999805	0.05999999999999961	4
3436095	-0.009999999999999787	-0.020000000000000018	0.040000000000000036	4
3436195	-0.04999999999999982	-0.009999999999999787	0.04999999999999982	4
3436295	0	-0.029999999999999805	0.019999999999999574	4
3436395	-0.009999999999999787	-0.029999999999999805	0.040000000000000036	4
3436495	-0.040000000000000036	-0.020000000000000018	0.05999999999999961	4
3436595	-0.06000000000000005	-0.029999999999999805	0.04999999999999982	4
3436695	-0.040000000000000036	-0.029999999999999805	-0.020000000000000018	4
3436795	-0.029999999999999805	-0.029999999999999805	0.03000000000000025	4
3436895	-0.029999999999999805	-0.020000000000000018	0	4
3436995	0.009999999999999787	-0.029999999999999805	-0.020000000000000018	4
3437095	-0.020000000000000018	-0.020000000000000018	0.05999999999999961	4
3437195	-0.020000000000000018	-0.029999999999999805	0	4
3437295	-0.029999999999999805	-0.029999999999999805	0.009999999999999787	4
3437395	0	-0.020000000000000018	0.03000000000000025	4
3437495	-0.020000000000000018	-0.029999999999999805	0.08000000000000007	4
3437695	-0.020000000000000018	-0.029999999999999805	-0.009999999999999787	4
3437895	-0.009999999999999787	-0.020000000000000018	0.040000000000000036	4
3438095	-0.020000000000000018	-0.020000000000000018	0.009999999999999787	4
3438195	-0.020000000000000018	0	0.07000000000000028	4
3438295	-0.009999999999999787	-0.029999999999999805	0.05999999999999961	4
3438395	-0.029999999999999805	-0.020000000000000018	-0.009999999999999787	4
3438495	-0.040000000000000036	-0.040000000000000036	0.009999999999999787	4
3438595	-0.020000000000000018	-0.06000000000000005	0.019999999999999574	4
3438695	0	-0.020000000000000018	0.07000000000000028	4
3438795	-0.04999999999999982	-0.029999999999999805	0.040000000000000036	4
3438895	0	-0.029999999999999805	0.05999999999999961	4
3438995	-0.020000000000000018	-0.029999999999999805	0.040000000000000036	4
3439095	-0.029999999999999805	-0.029999999999999805	0.05999999999999961	4
3439195	-0.06000000000000005	-0.029999999999999805	0.08999999999999986	4
3439295	-0.020000000000000018	-0.040000000000000036	0.009999999999999787	4
3439395	-0.009999999999999787	-0.029999999999999805	0.019999999999999574	4
3439495	-0.020000000000000018	-0.029999999999999805	0.040000000000000036	4
3439595	-0.009999999999999787	-0.029999999999999805	0.07000000000000028	4
3439695	-0.040000000000000036	-0.029999999999999805	0.019999999999999574	4
3439795	-0.040000000000000036	-0.040000000000000036	-0.040000000000000036	4
3439895	-0.04999999999999982	-0.04999999999999982	0	4
3439995	-0.029999999999999805	-0.029999999999999805	-0.009999999999999787	4
3440095	-0.009999999999999787	-0.040000000000000036	0	4
3440195	-0.009999999999999787	-0.040000000000000036	0	4
3440295	-0.029999999999999805	-0.029999999999999805	0.019999999999999574	4
3440395	-0.029999999999999805	-0.040000000000000036	0.03000000000000025	4
3440495	-0.04999999999999982	-0.020000000000000018	0.040000000000000036	4
3440595	-0.06000000000000005	-0.020000000000000018	0.04999999999999982	4
3440695	-0.020000000000000018	-0.020000000000000018	-0.020000000000000018	4
3440795	-0.040000000000000036	-0.020000000000000018	-0.04999999999999982	4
3440895	-0.04999999999999982	-0.040000000000000036	-0.04999999999999982	4
