timestamp	max	min	average
121410	19	17	18
121610	19	17	18
121811	19	17	18
122011	19	17	18
122212	19	17	18
122412	19	17	18
122613	19	17	18
122813	19	17	18
123014	19	17	18
123214	19	17	18
123414	19	17	18
123615	19	17	18
123815	19	17	18
124016	19	17	18
124216	19	17	18
124417	19	17	18
124617	19	17	18
124818	19	17	18
125018	19	17	18
125219	19	17	18
125419	19	17	18
125619	19	17	18
125820	19	17	18
126020	19	17	18
126221	19	17	18
126421	19	17	18
126622	19	17	18
126822	19	17	18
127023	19	17	18
127223	19	17	18
127423	19	17	18
127624	19	17	18
127824	19	17	18
128025	19	17	18
128225	19	17	18
128426	19	17	18
128626	19	17	18
128827	19	17	18
129027	19	17	18
129228	19	17	18
129428	19	17	18
129628	19	17	18
129829	19	17	18
130029	19	17	18
130230	19	17	18
130430	19	17	18
130631	19	17	18
130831	19	17	18
131032	19	17	18
131232	19	17	18
131433	19	17	18
131633	19	17	18
131833	19	17	18
132034	19	17	18
132234	19	17	18
132435	19	17	18
132635	19	17	18
132836	19	17	18
133036	19	17	18
133237	19	17	18
133437	19	17	18
133637	19	17	18
133838	19	17	18
134038	19	17	18
134239	19	17	18
134439	19	17	18
134640	19	17	18
134840	19	17	18
135040	19	17	18
135241	19	17	18
135441	19	17	18
135642	19	17	18
135842	19	17	18
136043	19	17	18
136243	19	17	18
136444	19	17	18
136644	19	17	18
136844	19	17	18
137045	19	17	18
137245	19	17	18
137446	19	17	18
137646	19	17	18
137847	19	17	18
138049	19	17	18
138248	19	17	18
138448	19	17	18
138648	19	17	18
138849	19	17	18
139049	19	17	18
139250	19	17	18
139450	19	17	18
139651	19	17	18
139851	19	17	18
140051	19	17	18
140252	19	17	18
140452	19	17	18
140653	19	17	18
140853	19	17	18
141054	19	17	18
141254	19	17	18
141455	19	17	18
141655	19	17	18
141855	19	17	18
142056	19	17	18
142256	19	17	18
142457	19	17	18
142657	19	17	18
142858	19	17	18
143058	19	17	18
