timestamp	current	pow
3434452	1.9	1
3434464	1.7	1
3434503	1.9	1
3434543	1.9	1
3434583	1.7	1
3434652	1.7	1
3434664	1.7	1
3434703	1.7	1
3434743	1.7	1
3434783	1.7	1
3434853	2	1
3434865	2	1
3434951	1.9	1
3434951	1.7	1
3434984	2	1
3435053	2	1
3435065	1.9	1
3435104	1.9	1
3435144	1.9	1
3435184	1.9	1
3435253	1.9	1
3435265	1.9	1
3435305	1.9	1
3435345	1.9	1
3435385	2	1
3435454	2	1
3435466	1.9	1
3435505	1.7	1
3435545	1.9	1
3435585	1.9	1
3435654	1.6	1
3435666	1.7	1
3435705	2	1
3435745	1.7	1
3435786	2	1
3435855	2	1
3435867	2	1
3435906	2	1
3435946	1.7	1
3435986	1.9	1
3436055	2	1
3436067	1.7	1
3436106	1.7	1
3436146	1.7	1
3436186	1.6	1
3436256	1.9	1
3436268	2	1
3436307	1.9	1
3436347	2	1
3436387	1.7	1
3436456	2	1
3436468	1.7	1
3436507	2.1	1
3436547	2.2	1
3436587	1.7	1
3436656	1.9	1
3436669	1.7	1
3436707	1.9	1
3436748	1.6	1
3436788	2	1
3436857	1.9	1
3436869	1.9	1
3436908	1.9	1
3436948	2	1
3436990	1.7	1
3437057	1.9	1
3437069	1.7	1
3437108	1.9	1
3437148	1.7	1
3437188	1.9	1
3437258	1.9	1
3437270	1.6	1
3437309	2	1
3437349	1.9	1
3437389	1.9	1
3437458	1.7	1
3437470	2	1
3437509	1.9	1
3437549	1.9	1
3437589	1.7	1
3437659	1.9	1
3437671	1.9	1
3437710	2.1	1
3437750	1.7	1
3437790	2	1
3437859	1.7	1
3437871	1.9	1
3437910	2	1
3437950	2.1	1
3437990	2	1
3438059	1.9	1
3438071	2	1
3438110	1.9	1
3438151	2.1	1
3438191	2.1	1
3438260	2	1
3438272	1.9	1
3438311	1.7	1
3438351	1.9	1
3438391	1.9	1
3438460	1.7	1
3438472	1.7	1
3438511	1.9	1
3438551	1.9	1
3438591	1.9	1
3438661	2	1
3438673	1.9	1
3438712	1.9	1
3438752	1.9	1
3438792	2	1
3438861	1.9	1
3438873	1.7	1
3438912	1.6	1
3438952	1.7	1
3438992	1.7	1
3439062	1.9	1
3439074	1.9	1
3439113	1.7	1
