timestamp	max	min	average
375021	19	17	18
375221	19	17	18
375421	19	17	18
375622	19	17	18
375822	19	17	18
376022	19	17	18
376223	19	17	18
376423	19	17	18
376623	19	17	18
376824	19	17	18
377024	19	17	18
377224	19	17	18
377425	19	17	18
377625	19	17	18
377825	19	17	18
378026	19	17	18
378226	19	17	18
378426	19	17	18
378627	19	17	18
378827	19	17	18
379027	19	17	18
379228	19	17	18
379428	19	17	18
379629	19	17	18
379829	19	17	18
380029	19	17	18
380230	19	17	18
380430	19	17	18
380630	19	17	18
380831	19	17	18
381031	19	17	18
381231	19	17	18
381432	19	17	18
381632	19	17	18
381832	19	17	18
382033	19	17	18
382233	19	17	18
382434	19	17	18
382634	19	17	18
382834	19	17	18
383035	19	17	18
383235	19	17	18
383435	19	17	18
383636	19	17	18
383836	19	17	18
384036	19	17	18
384237	19	17	18
384437	19	17	18
384637	19	17	18
384838	19	17	18
385038	19	17	18
385238	19	17	18
385439	19	17	18
385639	19	17	18
385839	19	17	18
386040	19	17	18
386240	19	17	18
386440	19	17	18
386641	19	17	18
386841	19	17	18
387041	19	17	18
387242	19	17	18
387442	19	17	18
387642	19	17	18
387843	19	17	18
388043	19	17	18
388243	19	17	18
388444	19	17	18
388644	19	17	18
388844	19	17	18
389045	19	17	18
389245	19	17	18
389445	19	17	18
389646	19	17	18
389846	19	17	18
