timestamp	latitude_m	latitude_o	speed
121416	0	72	0
121516	0	72	0
121616	0	72	0
121716	0	72	0
121816	0	72	0
122016	0	72	0
122116	0	72	0
122216	0	72	0
122316	0	72	0
122416	0	72	0
122616	0	72	0
122716	0	72	0
122817	0	72	0
122916	0	72	0
123016	0	72	0
123116	0	72	0
123216	0	72	0
123316	0	72	0
123416	0	72	0
123516	0	72	0
123616	0	72	0
123716	0	72	0
123816	0	72	0
123916	0	72	0
124016	0	72	0
124116	0	72	0
124216	0	72	0
124316	0	72	0
124416	0	72	0
124516	0	72	0
124616	0	72	0
124716	0	72	0
124816	0	72	0
124916	0	72	0
125016	0	72	0
125116	0	72	0
125216	0	72	0
125316	0	72	0
125416	0	72	0
125516	0	72	0
125616	0	72	0
125716	0	72	0
125816	0	72	0
125916	0	72	0
126016	0	72	0
126116	0	72	0
126216	0	72	0
126316	0	72	0
126416	0	72	0
126516	0	72	0
126616	0	72	0
126716	0	72	0
126816	0	72	0
126916	0	72	0
127016	0	72	0
127116	0	72	0
127216	0	72	0
127416	0	72	0
127516	0	72	0
127616	0	72	0
127716	0	72	0
127816	0	72	0
128016	0	72	0
128116	0	72	0
128216	0	72	0
128316	0	72	0
128416	0	72	0
128616	0	72	0
128716	0	72	0
128816	0	72	0
128916	0	72	0
129016	0	72	0
129216	0	72	0
129316	0	72	0
129417	0	72	0
129516	0	72	0
129616	0	72	0
129716	0	72	0
129816	0	72	0
129916	0	72	0
130016	0	72	0
130116	0	72	0
130216	0	72	0
130316	0	72	0
130416	0	72	0
130516	0	72	0
130616	0	72	0
130716	0	72	0
130816	0	72	0
131016	0	72	0
131116	0	72	0
131216	0	72	0
131316	0	72	0
131416	0	72	0
131616	0	72	0
131716	0	72	0
131816	0	72	0
131916	0	72	0
132016	0	72	0
132116	0	72	0
132216	0	72	0
132316	0	72	0
132416	0	72	0
132516	0	72	0
132616	0	72	0
132816	0	72	0
132916	0	72	0
133016	0	72	0
133116	0	72	0
133216	0	72	0
133416	0	72	0
133516	0	72	0
133616	0	72	0
133716	0	72	0
133816	0	72	0
134016	0	72	0
134116	0	72	0
134216	0	72	0
134316	0	72	0
134416	0	72	0
134616	0	72	0
134716	0	72	0
134816	0	72	0
134916	0	72	0
135016	0	72	0
135216	0	72	0
135316	0	72	0
135416	0	72	0
135516	0	72	0
135616	0	72	0
135816	0	72	0
135916	0	72	0
136017	0	72	0
136116	0	72	0
136216	0	72	0
136416	0	72	0
136516	0	72	0
136716	0	72	0
136816	0	72	0
137016	0	72	0
137116	0	72	0
137316	0	72	0
137416	0	72	0
137616	0	72	0
137716	0	72	0
137916	0	72	0
138016	0	72	0
138216	0	72	0
138616	0	72	0
138816	0	72	0
138916	0	72	0
139016	0	72	0
139116	0	72	0
139216	0	72	0
139316	0	72	0
139416	0	72	0
139516	0	72	0
139616	0	72	0
139716	0	72	0
139816	0	72	0
140016	0	72	0
140116	0	72	0
140216	0	72	0
140316	0	72	0
140416	0	72	0
140616	0	72	0
140716	0	72	0
140816	0	72	0
140916	0	72	0
141016	0	72	0
141116	0	72	0
141216	0	72	0
141316	0	72	0
141416	0	72	0
141516	0	72	0
141618	0	72	0
141717	0	72	0
141816	0	72	0
141916	0	72	0
142016	0	72	0
142116	0	72	0
142216	0	72	0
142316	0	72	0
142417	0	72	0
142516	0	72	0
142616	0	72	0
142716	0	72	0
142817	0	72	0
142916	0	72	0
143016	0	72	0
143116	0	72	0
