timestamp	longitude_m	longitude_o	altitude
3434487	0	104	0
3434587	0	104	0
3434687	0	104	0
3434787	0	104	0
3434887	0	104	0
3434987	0	104	0
3435087	0	104	0
3435187	0	104	0
3435287	0	104	0
3435387	0	104	0
3435487	0	104	0
3435587	0	104	0
3435687	0	104	0
3435787	0	104	0
3435887	0	104	0
3435987	0	104	0
3436087	0	104	0
3436187	0	104	0
3436287	0	104	0
3436487	0	104	0
3436587	0	104	0
3436687	0	104	0
3436787	0	104	0
3436887	0	104	0
3436987	0	104	0
3437087	0	104	0
3437187	0	104	0
3437287	0	104	0
3437387	0	104	0
3437487	0	104	0
3437587	0	104	0
3437687	0	104	0
3437787	0	104	0
3437887	0	104	0
3437987	0	104	0
3438087	0	104	0
3438187	0	104	0
3438287	0	104	0
3438387	0	104	0
3438487	0	104	0
3438587	0	104	0
3438687	0	104	0
3438787	0	104	0
3438887	0	104	0
3438987	0	104	0
3439087	0	104	0
3439187	0	104	0
3439287	0	104	0
3439387	0	104	0
3439487	0	104	0
3439587	0	104	0
3439687	0	104	0
3439787	0	104	0
3439887	0	104	0
3439987	0	104	0
3440087	0	104	0
3440187	0	104	0
3440287	0	104	0
3440387	0	104	0
3440487	0	104	0
3440587	0	104	0
3440687	0	104	0
3440787	0	104	0
3440887	0	104	0
3440987	0	104	0
3441087	0	104	0
3441187	0	104	0
3441287	0	104	0
3441387	0	104	0
3441487	0	104	0
3441588	0	104	0
3441687	0	104	0
3441787	0	104	0
3441887	0	104	0
3441987	0	104	0
3442087	0	104	0
3442187	0	104	0
3442287	0	104	0
3442387	0	104	0
3442487	0	104	0
3442587	0	104	0
3442787	0	104	0
3442987	0	104	0
3443087	0	104	0
3443187	0	104	0
3443287	0	104	0
3443387	0	104	0
3443487	0	104	0
3443587	0	104	0
3443687	0	104	0
3443787	0	104	0
3443887	0	104	0
3443987	0	104	0
3444087	0	104	0
3444187	0	104	0
3444287	0	104	0
3444387	0	104	0
3444487	0	104	0
3444587	0	104	0
3444687	0	104	0
3444787	0	104	0
3444887	0	104	0
3444987	0	104	0
3445087	0	104	0
3445187	0	104	0
3445287	0	104	0
3445387	0	104	0
3445487	0	104	0
3445587	0	104	0
3445687	0	104	0
3445787	0	104	0
3445887	0	104	0
3445987	0	104	0
3446087	0	104	0
3446187	0	104	0
3446287	0	104	0
3446387	0	104	0
3446487	0	104	0
3446587	0	104	0
3446687	0	104	0
3446787	0	104	0
3446887	0	104	0
3446987	0	104	0
3447087	0	104	0
3447187	0	104	0
3447287	0	104	0
3447387	0	104	0
3447487	0	104	0
3447587	0	104	0
3447687	0	104	0
3447787	0	104	0
3447887	0	104	0
3447987	0	104	0
3448087	0	104	0
3448187	0	104	0
3448287	0	104	0
3448387	0	104	0
3448487	0	104	0
3448587	0	104	0
3448687	0	104	0
3448787	0	104	0
3448887	0	104	0
3448987	0	104	0
3449087	0	104	0
3449187	0	104	0
3449287	0	104	0
3449387	0	104	0
3449487	0	104	0
3449587	0	104	0
3449687	0	104	0
3449787	0	104	0
3449887	0	104	0
3449987	0	104	0
3450087	0	104	0
3450187	0	104	0
3450287	0	104	0
3450387	0	104	0
3450487	0	104	0
3450587	0	104	0
3450687	0	104	0
3450787	0	104	0
3450887	0	104	0
3450987	0	104	0
3451087	0	104	0
3451187	0	104	0
3451287	0	104	0
3451387	0	104	0
3451487	0	104	0
3451587	0	104	0
3451787	0	104	0
3451887	0	104	0
3451987	0	104	0
3452087	0	104	0
3452187	0	104	0
3452288	0	104	0
3452387	0	104	0
3452487	0	104	0
3452587	0	104	0
3452688	0	104	0
3452787	0	104	0
3452887	0	104	0
3452987	0	104	0
3453087	0	104	0
3453187	0	104	0
3453287	0	104	0
3453387	0	104	0
3453487	0	104	0
3453587	0	104	0
3453687	0	104	0
3453787	0	104	0
3453887	0	104	0
3453987	0	104	0
3454087	0	104	0
3454188	0	104	0
3454287	0	104	0
3454387	0	104	0
3454487	0	104	0
3454587	0	104	0
3454687	0	104	0
3454788	0	104	0
3454887	0	104	0
3454987	0	104	0
3455087	0	104	0
3455187	0	104	0
3455288	0	104	0
3455387	0	104	0
3455487	0	104	0
3455587	0	104	0
3455688	0	104	0
3455787	0	104	0
3455887	0	104	0
3455987	0	104	0
3456088	0	104	0
3456187	0	104	0
3456287	0	104	0
3456387	0	104	0
3456488	0	104	0
3456587	0	104	0
3456689	0	104	0
3456787	0	104	0
3456887	0	104	0
3456987	0	104	0
3457087	0	104	0
3457188	0	104	0
3457287	0	104	0
3457387	0	104	0
3457487	0	104	0
3457588	0	104	0
3457687	0	104	0
3457787	0	104	0
3457887	0	104	0
3457988	0	104	0
3458087	0	104	0
3458187	0	104	0
3458287	0	104	0
