timestamp	value
389965	87
389995	87
390025	87
390055	86
390085	86
390115	87
390145	87
390175	86
390205	87
390235	87
390265	86
390295	87
390325	87
390355	87
390385	87
390415	86
390488	86
390488	86
390505	87
390535	87
390565	86
390595	87
390625	87
390655	86
390685	86
390715	85
390745	86
390775	87
390805	87
390835	86
390865	86
390895	87
390925	87
390955	86
390985	86
391016	86
391045	87
391075	86
391105	87
391135	87
391165	87
391195	87
391225	86
391255	86
391285	85
391315	86
391345	86
391375	86
391405	87
391435	86
391465	86
391495	86
391525	87
391555	84
391585	87
391615	86
391645	87
391675	87
391705	87
391735	86
391765	87
391795	87
391825	86
391855	87
391885	86
391915	86
391945	86
391975	87
392005	87
392036	86
392065	87
392095	86
392125	86
392155	87
392186	86
392215	86
392245	86
392275	86
392305	86
392335	86
392365	86
392395	87
392425	86
392455	86
392485	86
392516	86
392545	87
392575	87
392605	86
392635	87
392665	86
392696	87
392725	86
392755	86
392785	86
392815	86
392845	86
392875	86
392906	86
392936	86
392965	86
392995	86
393026	87
393055	84
393085	86
393115	86
393145	87
393175	86
393205	87
393236	87
393265	85
393295	86
393325	87
393355	86
393385	87
393415	87
393445	87
393476	85
393506	86
393536	86
393566	86
393595	86
393625	87
393655	86
393685	87
393715	86
393745	86
393776	86
393806	86
393836	86
393865	86
393896	87
393925	87
393956	87
393985	86
394016	85
394046	86
394076	86
394105	86
394135	86
394166	86
394196	86
394226	86
394256	85
394285	87
394316	87
394345	87
394376	86
394406	86
394436	86
394465	87
394495	86
394526	86
394555	87
394586	87
394616	87
394645	86
394676	87
394706	86
394736	86
394765	85
394796	87
394826	87
394855	86
394886	86
394916	86
394945	87
394976	86
395005	86
395036	87
395066	87
395096	87
395126	87
395155	87
395185	87
395216	86
395245	87
395276	87
395306	87
395336	86
395366	86
395396	85
395426	87
395456	86
395486	86
395516	87
395546	86
395576	87
395606	87
395636	87
395666	87
395696	86
395726	86
395756	87
395786	87
395816	87
395846	87
395876	86
395906	86
395936	86
395966	86
395996	87
396026	86
396056	86
396086	87
396116	87
396146	87
396176	86
396206	86
396236	87
396266	85
396296	86
396326	86
396356	87
396386	85
396416	86
396446	87
396476	87
396506	86
396536	87
396566	86
396596	87
396626	86
396656	86
396686	87
396716	85
396746	86
396776	87
396806	86
396836	87
396866	87
396896	86
396926	87
396956	87
396986	86
397016	86
397046	87
397076	86
397106	87
397136	86
397166	87
397196	86
397226	87
397256	85
397286	86
397316	87
397346	87
397376	86
397406	87
397436	86
397466	86
397496	87
397526	86
397556	87
397586	86
397616	86
397646	86
397676	87
397706	86
397736	87
397766	86
397796	85
397826	87
397856	86
397886	87
397916	86
397946	86
397976	86
398006	86
398036	87
398066	86
398096	86
398126	86
398156	86
398186	86
398216	86
398246	87
398276	86
398306	86
398336	86
398366	86
398396	86
398426	86
398456	86
398486	87
398516	87
398546	87
398576	86
398607	86
398636	86
398666	87
398696	86
398726	86
398756	87
398786	86
398816	86
398846	86
398876	86
398906	87
398936	86
398966	85
398996	86
399026	87
399056	87
399086	86
399116	86
399146	87
399176	87
399206	87
399236	86
399266	86
399296	87
399326	87
399356	86
399386	85
399416	86
399446	87
399476	87
399506	86
399536	86
399566	87
399596	86
399626	86
399656	86
399686	87
399716	86
399746	87
399776	87
399836	87
399866	86
399896	87
399926	86
399956	87
399986	86
400016	86
400046	86
400076	87
400106	86
400136	86
400166	87
400196	86
400226	86
400256	87
400286	87
400316	87
400346	86
400376	86
400406	87
400436	87
400466	87
400496	86
400526	85
400556	87
400586	86
400616	87
400646	85
400676	87
400706	87
400736	87
400766	87
400796	86
400826	86
400856	87
400886	87
400916	87
400946	87
400976	86
401006	87
401036	86
401066	87
401096	87
401126	86
401156	86
401186	87
401216	87
401246	86
401276	86
401306	86
401336	87
401366	85
401396	87
401426	86
401456	86
401486	87
401516	87
401546	86
401576	87
401606	86
401636	86
401666	87
401696	85
401726	86
401756	86
401786	86
401816	86
401846	86
401876	86
401906	86
401936	85
401966	86
401996	87
402026	86
402056	87
402086	86
402116	86
402146	86
402176	87
402206	87
402236	85
402266	86
402296	86
402326	86
402356	87
402386	86
402416	87
402446	87
402476	86
402506	85
402536	86
402566	86
402596	86
402626	86
402656	87
402686	86
402716	86
402746	87
402776	86
402806	86
402836	87
402866	87
402896	87
402926	86
402956	86
402986	86
403016	87
403046	85
403076	86
403106	87
403136	86
403166	85
403196	86
403226	87
403256	86
403286	86
403316	87
403346	86
403376	87
403406	86
403436	86
403466	86
403496	86
403526	86
403556	86
403586	86
403616	86
403646	87
403679	87
403706	86
403736	86
403766	86
403796	86
403826	87
403856	86
403886	87
403916	86
403946	86
403976	86
404006	86
404036	86
404066	87
404096	86
404126	87
404156	87
404186	86
404216	86
404246	87
404276	86
404306	87
404336	87
404366	87
404396	86
404426	86
404456	85
404486	87
404516	87
404546	87
404576	87
404606	87
404636	86
404666	87
404696	88
404726	86
404756	87
404786	86
404816	87
404846	87
404876	86
404906	87
404936	86
404966	87
404996	87
405026	86
405056	86
405086	86
405116	86
405146	86
405176	86
405206	86
405236	86
405266	87
405296	87
405326	86
405356	86
405386	86
405416	86
405446	86
405476	86
405506	87
405536	86
405566	87
405596	87
405626	86
405656	87
405686	86
405716	86
405746	86
405776	87
405806	87
405836	86
405866	87
405896	87
405926	86
405956	87
405986	87
406016	87
406046	86
406076	87
406106	86
406136	86
406166	87
406196	85
406226	86
406256	86
406316	87
406346	85
406376	87
406406	87
406436	86
406466	86
406496	86
406526	85
406556	87
406586	86
406616	87
406646	87
406676	86
406706	87
406736	86
406766	87
406796	87
406826	86
406856	87
406886	86
406916	86
406946	87
406976	86
407006	86
407036	87
407066	86
407096	86
407126	86
407156	86
407186	86
407216	86
407246	86
407276	86
407306	86
407336	86
407366	87
407396	87
407426	87
407456	87
407486	87
407516	87
407546	85
407576	87
407606	87
407636	87
407666	87
407696	86
407726	86
407756	86
407786	86
407816	86
407846	86
407876	86
407906	86
407936	86
407966	86
407996	86
408026	86
408056	86
408086	85
408116	87
408146	86
408176	86
408206	87
408236	86
408266	87
408296	87
408326	86
408356	87
408386	86
408416	87
408446	82
408476	86
408506	86
408536	86
408566	86
408596	87
408626	87
408656	86
408686	85
408716	86
408746	86
408776	87
408806	86
408836	87
408866	87
408896	86
408926	86
408956	87
408986	86
409016	86
409046	86
409076	86
409106	86
409136	87
409166	86
409196	87
409226	86
409256	87
409286	85
409316	87
409346	87
409376	87
409406	87
409436	87
409466	86
409496	86
409526	86
409556	87
409586	86
409616	86
409646	86
409676	87
409706	87
409736	86
409767	86
409796	87
409826	87
409856	86
409886	86
409916	87
409946	87
409976	86
410006	86
