timestamp	x	y	z	scale
389949	-0.19999999999998863	-0.8000000000000114	1.1999999999999886	500
390048	-0.10000000000002274	-1.6999999999999886	1.1000000000000227	500
390148	0.10000000000002274	-0.8999999999999773	1.1000000000000227	500
390249	-0.6000000000000227	-1.1000000000000227	1	500
390349	-0.39999999999997726	-1.1999999999999886	1.1999999999999886	500
390488	-0.30000000000001137	-0.8000000000000114	1.1999999999999886	500
390548	0	-1.1999999999999886	1.1999999999999886	500
390648	-0.19999999999998863	-1.1999999999999886	1.3000000000000114	500
390749	0.10000000000002274	-0.8999999999999773	1.1000000000000227	500
390848	-0.30000000000001137	-0.8999999999999773	1.1999999999999886	500
390949	-0.19999999999998863	-1	1.1000000000000227	500
391049	-0.19999999999998863	-1.1000000000000227	1	500
391148	-0.39999999999997726	-1.1000000000000227	1.1000000000000227	500
391249	0.19999999999998863	-1.1000000000000227	1	500
391348	-0.10000000000002274	-1	1.3999999999999773	500
391449	-0.39999999999997726	-0.8000000000000114	1.3000000000000114	500
391548	-0.10000000000002274	-0.8999999999999773	1.3000000000000114	500
391649	0	-1.1000000000000227	1	500
391748	-0.5	-0.8000000000000114	1.3000000000000114	500
391849	-0.10000000000002274	-0.8000000000000114	1.3999999999999773	500
391949	0	-1.1000000000000227	1.3000000000000114	500
392048	0.10000000000002274	-0.6999999999999886	1	500
392149	0	-0.6000000000000227	1.6000000000000227	500
392249	-0.6000000000000227	-0.6000000000000227	1.3999999999999773	500
392349	-0.30000000000001137	-1	1.1999999999999886	500
392449	-0.10000000000002274	-0.6000000000000227	1.1000000000000227	500
392549	0	-0.8999999999999773	1.1999999999999886	500
392649	-0.39999999999997726	-0.6000000000000227	1.1999999999999886	500
392749	0.10000000000002274	-1	1.1000000000000227	500
392849	-0.19999999999998863	-1.1000000000000227	1.3000000000000114	500
392949	0.19999999999998863	-1.3000000000000114	0.6999999999999886	500
393049	-0.19999999999998863	-1.3000000000000114	1.1000000000000227	500
393149	-0.30000000000001137	-1.1000000000000227	1.3999999999999773	500
393249	-0.30000000000001137	-1.3999999999999773	1.1999999999999886	500
393349	-0.19999999999998863	-0.8999999999999773	1.3999999999999773	500
393449	-0.39999999999997726	-1.1999999999999886	1.3000000000000114	500
393549	-0.10000000000002274	-1.3999999999999773	1.3000000000000114	500
393649	-0.30000000000001137	-1.1000000000000227	1.1000000000000227	500
393749	-0.39999999999997726	-0.5	1.3999999999999773	500
393849	0	-0.6999999999999886	1.1999999999999886	500
393949	-0.10000000000002274	-1.3000000000000114	1	500
394049	-0.19999999999998863	-0.6000000000000227	1.5	500
394149	-0.19999999999998863	-1	1.3999999999999773	500
394249	-0.39999999999997726	-0.8000000000000114	1.3000000000000114	500
394349	-0.39999999999997726	-0.8000000000000114	1.5	500
394449	-0.19999999999998863	-0.5	1.3999999999999773	500
394550	-0.5	-0.8999999999999773	1.3000000000000114	500
394649	0.19999999999998863	-1.1999999999999886	1.1000000000000227	500
394749	0	-0.6999999999999886	1.1000000000000227	500
394849	0	-1.1999999999999886	1.1000000000000227	500
394949	-0.10000000000002274	-0.6999999999999886	1.1999999999999886	500
395049	0	-1.1000000000000227	1	500
395149	-0.19999999999998863	-1.3000000000000114	1.1999999999999886	500
395249	0.10000000000002274	-0.8000000000000114	1	500
395349	-0.6000000000000227	-0.6999999999999886	1.5	500
395449	-0.19999999999998863	-1.1999999999999886	1.1999999999999886	500
395549	-0.10000000000002274	-1.1999999999999886	0.8999999999999773	500
395649	-0.30000000000001137	-0.8000000000000114	1.1000000000000227	500
395749	0.19999999999998863	-1.3999999999999773	1.1000000000000227	500
395849	-0.19999999999998863	-1.1999999999999886	1	500
395949	-0.10000000000002274	-1	0.8999999999999773	500
396049	-0.5	-0.8999999999999773	1.3000000000000114	500
396149	-0.10000000000002274	-1.1000000000000227	0.8999999999999773	500
396249	-0.39999999999997726	-1	1.1000000000000227	500
396349	-0.19999999999998863	-0.6999999999999886	1.6000000000000227	500
396449	0.10000000000002274	-0.39999999999997726	1.3000000000000114	500
396549	-0.10000000000002274	-0.6000000000000227	1.1000000000000227	500
396649	0.30000000000001137	-1	1	500
396749	0.39999999999997726	-1.3000000000000114	1.1999999999999886	500
396849	-0.19999999999998863	-1.1999999999999886	1.1999999999999886	500
396949	-0.19999999999998863	-0.8000000000000114	1.1000000000000227	500
397049	-0.10000000000002274	-0.8999999999999773	1.5	500
397149	-0.30000000000001137	-0.6999999999999886	1.3000000000000114	500
397249	-0.30000000000001137	-1.1000000000000227	1.5	500
397349	-0.19999999999998863	-1.1000000000000227	1.1999999999999886	500
397449	-0.10000000000002274	-1	1.3000000000000114	500
