timestamp	latitude_m	latitude_o	speed
389945	0	72	0
390044	0	72	0
390144	0	72	0
390245	0	72	0
390345	0	72	0
390488	0	72	0
390545	0	72	0
390645	0	72	0
390745	0	72	0
390844	0	72	0
390945	0	72	0
391045	0	72	0
391144	0	72	0
391245	0	72	0
391344	0	72	0
391445	0	72	0
391545	0	72	0
391645	0	72	0
391744	0	72	0
391845	0	72	0
391945	0	72	0
392045	0	72	0
392145	0	72	0
392245	0	72	0
392345	0	72	0
392445	0	72	0
392545	0	72	0
392645	0	72	0
392745	0	72	0
392845	0	72	0
392945	0	72	0
393045	0	72	0
393145	0	72	0
393245	0	72	0
393345	0	72	0
393445	0	72	0
393545	0	72	0
393645	0	72	0
393745	0	72	0
393845	0	72	0
393945	0	72	0
394046	0	72	0
394145	0	72	0
394245	0	72	0
394345	0	72	0
394445	0	72	0
394545	0	72	0
394645	0	72	0
394745	0	72	0
394845	0	72	0
394945	0	72	0
395045	0	72	0
395145	0	72	0
395245	0	72	0
395345	0	72	0
395445	0	72	0
395545	0	72	0
395645	0	72	0
395745	0	72	0
395845	0	72	0
395945	0	72	0
396045	0	72	0
396145	0	72	0
396245	0	72	0
396345	0	72	0
396445	0	72	0
396545	0	72	0
396645	0	72	0
396745	0	72	0
396845	0	72	0
396945	0	72	0
397045	0	72	0
397145	0	72	0
397245	0	72	0
397345	0	72	0
397445	0	72	0
397545	0	72	0
397645	0	72	0
397745	0	72	0
397845	0	72	0
397945	0	72	0
398045	0	72	0
398145	0	72	0
398245	0	72	0
398345	0	72	0
398445	0	72	0
398545	0	72	0
398645	0	72	0
398745	0	72	0
398845	0	72	0
398945	0	72	0
399045	0	72	0
399145	0	72	0
399245	0	72	0
399345	0	72	0
399445	0	72	0
399545	0	72	0
399645	0	72	0
399745	0	72	0
399845	0	72	0
399945	0	72	0
400045	0	72	0
400145	0	72	0
400245	0	72	0
400345	0	72	0
400445	0	72	0
400545	0	72	0
400646	0	72	0
400745	0	72	0
400845	0	72	0
400945	0	72	0
401045	0	72	0
401145	0	72	0
401245	0	72	0
401345	0	72	0
401445	0	72	0
401545	0	72	0
401645	0	72	0
401745	0	72	0
401845	0	72	0
401945	0	72	0
402045	0	72	0
402145	0	72	0
402245	0	72	0
402345	0	72	0
402445	0	72	0
402545	0	72	0
402645	0	72	0
402745	0	72	0
402845	0	72	0
402945	0	72	0
403045	0	72	0
403145	0	72	0
403245	0	72	0
403345	0	72	0
403445	0	72	0
403545	0	72	0
403645	0	72	0
403745	0	72	0
403845	0	72	0
403945	0	72	0
404045	0	72	0
404145	0	72	0
404245	0	72	0
404345	0	72	0
404445	0	72	0
404545	0	72	0
404645	0	72	0
404745	0	72	0
404845	0	72	0
404945	0	72	0
405045	0	72	0
405145	0	72	0
405245	0	72	0
405345	0	72	0
405445	0	72	0
405545	0	72	0
405645	0	72	0
405745	0	72	0
405845	0	72	0
405945	0	72	0
406045	0	72	0
406145	0	72	0
406245	0	72	0
406345	0	72	0
406445	0	72	0
406545	0	72	0
406645	0	72	0
406745	0	72	0
406845	0	72	0
406945	0	72	0
407045	0	72	0
407145	0	72	0
407246	0	72	0
407345	0	72	0
407445	0	72	0
407545	0	72	0
407645	0	72	0
407745	0	72	0
407845	0	72	0
407945	0	72	0
408045	0	72	0
408145	0	72	0
408245	0	72	0
408345	0	72	0
408445	0	72	0
408545	0	72	0
408645	0	72	0
408745	0	72	0
408845	0	72	0
408945	0	72	0
409045	0	72	0
409145	0	72	0
409245	0	72	0
409345	0	72	0
409445	0	72	0
409545	0	72	0
409645	0	72	0
409745	0	72	0
409845	0	72	0
409945	0	72	0
410045	0	72	0
410145	0	72	0
410245	0	72	0
410345	0	72	0
410445	0	72	0
410545	0	72	0
410645	0	72	0
410745	0	72	0
410845	0	72	0
410945	0	72	0
411045	0	72	0
411145	0	72	0
411245	0	72	0
411345	0	72	0
411445	0	72	0
411545	0	72	0
411645	0	72	0
411745	0	72	0
411845	0	72	0
411945	0	72	0
412145	0	72	0
412245	0	72	0
412345	0	72	0
412445	0	72	0
412545	0	72	0
412645	0	72	0
412745	0	72	0
412845	0	72	0
412945	0	72	0
413045	0	72	0
413145	0	72	0
413245	0	72	0
413345	0	72	0
413445	0	72	0
413545	0	72	0
413645	0	72	0
413745	0	72	0
413846	0	72	0
413945	0	72	0
414045	0	72	0
414145	0	72	0
414245	0	72	0
414345	0	72	0
414445	0	72	0
414545	0	72	0
414645	0	72	0
414745	0	72	0
414845	0	72	0
414945	0	72	0
415045	0	72	0
415145	0	72	0
415245	0	72	0
415345	0	72	0
415445	0	72	0
415545	0	72	0
415645	0	72	0
415745	0	72	0
415845	0	72	0
415945	0	72	0
416045	0	72	0
416145	0	72	0
416245	0	72	0
416345	0	72	0
416445	0	72	0
416545	0	72	0
416645	0	72	0
416745	0	72	0
416845	0	72	0
416945	0	72	0
417045	0	72	0
417145	0	72	0
417245	0	72	0
417345	0	72	0
417445	0	72	0
417545	0	72	0
417645	0	72	0
417745	0	72	0
417845	0	72	0
417945	0	72	0
418145	0	72	0
418545	0	72	0
418645	0	72	0
418745	0	72	0
418845	0	72	0
418946	0	72	0
419045	0	72	0
419145	0	72	0
419245	0	72	0
419345	0	72	0
419445	0	72	0
419545	0	72	0
419645	0	72	0
419745	0	72	0
419845	0	72	0
419945	0	72	0
420045	0	72	0
420145	0	72	0
420245	0	72	0
420345	0	72	0
420445	0	72	0
420545	0	72	0
420645	0	72	0
420745	0	72	0
420845	0	72	0
420945	0	72	0
421045	0	72	0
421145	0	72	0
421245	0	72	0
421345	0	72	0
421445	0	72	0
421545	0	72	0
421645	0	72	0
421745	0	72	0
421845	0	72	0
421945	0	72	0
422045	0	72	0
422145	0	72	0
422245	0	72	0
422345	0	72	0
422445	0	72	0
422545	0	72	0
422645	0	72	0
422745	0	72	0
422845	0	72	0
422945	0	72	0
423045	0	72	0
423145	0	72	0
423245	0	72	0
423345	0	72	0
423445	0	72	0
423545	0	72	0
423645	0	72	0
423745	0	72	0
423845	0	72	0
423945	0	72	0
424045	0	72	0
424145	0	72	0
424245	0	72	0
424345	0	72	0
424445	0	72	0
424545	0	72	0
424645	0	72	0
424745	0	72	0
424845	0	72	0
424945	0	72	0
425045	0	72	0
425145	0	72	0
425245	0	72	0
425345	0	72	0
425445	0	72	0
425546	0	72	0
425645	0	72	0
425745	0	72	0
425845	0	72	0
425945	0	72	0
426046	0	72	0
426145	0	72	0
426245	0	72	0
426345	0	72	0
426445	0	72	0
426545	0	72	0
426645	0	72	0
426746	0	72	0
426845	0	72	0
426945	0	72	0
427045	0	72	0
427145	0	72	0
427245	0	72	0
427345	0	72	0
427445	0	72	0
427545	0	72	0
427645	0	72	0
427745	0	72	0
427845	0	72	0
427945	0	72	0
428045	0	72	0
428145	0	72	0
428245	0	72	0
428345	0	72	0
428445	0	72	0
428545	0	72	0
428645	0	72	0
428745	0	72	0
428845	0	72	0
428945	0	72	0
429045	0	72	0
429145	0	72	0
429245	0	72	0
429345	0	72	0
429445	0	72	0
429545	0	72	0
429645	0	72	0
429745	0	72	0
429846	0	72	0
429945	0	72	0
430045	0	72	0
430146	0	72	0
430245	0	72	0
430345	0	72	0
430445	0	72	0
430546	0	72	0
430645	0	72	0
430745	0	72	0
430845	0	72	0
430946	0	72	0
431045	0	72	0
431145	0	72	0
431245	0	72	0
431345	0	72	0
431445	0	72	0
431545	0	72	0
431645	0	72	0
431845	0	72	0
431945	0	72	0
432046	0	72	0
432245	0	72	0
432345	0	72	0
432446	0	72	0
432545	0	72	0
432646	0	72	0
432745	0	72	0
432846	0	72	0
432945	0	72	0
433045	0	72	0
433145	0	72	0
433246	0	72	0
433345	0	72	0
433445	0	72	0
433546	0	72	0
433645	0	72	0
433745	0	72	0
433845	0	72	0
433946	0	72	0
434045	0	72	0
434145	0	72	0
434245	0	72	0
434346	0	72	0
434445	0	72	0
434545	0	72	0
434646	0	72	0
434745	0	72	0
434845	0	72	0
434945	0	72	0
435046	0	72	0
435145	0	72	0
435245	0	72	0
435345	0	72	0
435446	0	72	0
435545	0	72	0
435645	0	72	0
435745	0	72	0
435846	0	72	0
435945	0	72	0
436045	0	72	0
436145	0	72	0
436246	0	72	0
436345	0	72	0
436445	0	72	0
436546	0	72	0
436645	0	72	0
436745	0	72	0
436845	0	72	0
436946	0	72	0
437045	0	72	0
437145	0	72	0
437245	0	72	0
437346	0	72	0
437445	0	72	0
437545	0	72	0
437645	0	72	0
437746	0	72	0
437845	0	72	0
437945	0	72	0
438046	0	72	0
438146	0	72	0
438245	0	72	0
438345	0	72	0
438446	0	72	0
438545	0	72	0
438645	0	72	0
438747	0	72	0
438846	0	72	0
438946	0	72	0
439045	0	72	0
439146	0	72	0
439246	0	72	0
439345	0	72	0
439445	0	72	0
439545	0	72	0
439646	0	72	0
439745	0	72	0
439846	0	72	0
439946	0	72	0
440045	0	72	0
440145	0	72	0
440245	0	72	0
440346	0	72	0
440445	0	72	0
440546	0	72	0
440645	0	72	0
440746	0	72	0
440845	0	72	0
440945	0	72	0
441045	0	72	0
441146	0	72	0
441246	0	72	0
441345	0	72	0
441446	0	72	0
441545	0	72	0
441645	0	72	0
441745	0	72	0
441846	0	72	0
441945	0	72	0
442045	0	72	0
442145	0	72	0
442246	0	72	0
442345	0	72	0
442445	0	72	0
442545	0	72	0
442646	0	72	0
442745	0	72	0
442845	0	72	0
442946	0	72	0
443046	0	72	0
443145	0	72	0
443246	0	72	0
443346	0	72	0
443445	0	72	0
443545	0	72	0
443646	0	72	0
443746	0	72	0
443846	0	72	0
443946	0	72	0
444045	0	72	0
444146	0	72	0
444246	0	72	0
444346	0	72	0
444446	0	72	0
444546	0	72	0
444646	0	72	0
444746	0	72	0
444846	0	72	0
444946	0	72	0
445046	0	72	0
445146	0	72	0
445246	0	72	0
445347	0	72	0
445446	0	72	0
445546	0	72	0
445646	0	72	0
445746	0	72	0
445846	0	72	0
445946	0	72	0
446046	0	72	0
446146	0	72	0
446246	0	72	0
446346	0	72	0
446446	0	72	0
446546	0	72	0
446646	0	72	0
446746	0	72	0
446846	0	72	0
446946	0	72	0
447046	0	72	0
447146	0	72	0
447246	0	72	0
447346	0	72	0
447446	0	72	0
447546	0	72	0
447646	0	72	0
447746	0	72	0
447846	0	72	0
447946	0	72	0
448046	0	72	0
448146	0	72	0
448246	0	72	0
448346	0	72	0
448446	0	72	0
448546	0	72	0
448646	0	72	0
448746	0	72	0
448846	0	72	0
448946	0	72	0
449046	0	72	0
449146	0	72	0
449246	0	72	0
449346	0	72	0
449446	0	72	0
449546	0	72	0
449646	0	72	0
449746	0	72	0
449846	0	72	0
449946	0	72	0
450046	0	72	0
450146	0	72	0
450246	0	72	0
450346	0	72	0
450446	0	72	0
450546	0	72	0
450646	0	72	0
450746	0	72	0
450846	0	72	0
450946	0	72	0
451046	0	72	0
451146	0	72	0
451246	0	72	0
451346	0	72	0
451446	0	72	0
451546	0	72	0
451646	0	72	0
451746	0	72	0
451846	0	72	0
451947	0	72	0
452046	0	72	0
452146	0	72	0
452246	0	72	0
452346	0	72	0
452446	0	72	0
452546	0	72	0
452646	0	72	0
452746	0	72	0
452846	0	72	0
452946	0	72	0
453046	0	72	0
453146	0	72	0
453246	0	72	0
453346	0	72	0
453446	0	72	0
453546	0	72	0
453646	0	72	0
453746	0	72	0
453846	0	72	0
453946	0	72	0
454046	0	72	0
454146	0	72	0
454246	0	72	0
454346	0	72	0
454446	0	72	0
454546	0	72	0
454646	0	72	0
454746	0	72	0
454846	0	72	0
454946	0	72	0
455046	0	72	0
455146	0	72	0
455246	0	72	0
455346	0	72	0
455446	0	72	0
455546	0	72	0
455646	0	72	0
455746	0	72	0
455846	0	72	0
455946	0	72	0
456046	0	72	0
456146	0	72	0
456246	0	72	0
456346	0	72	0
456446	0	72	0
456546	0	72	0
456646	0	72	0
456746	0	72	0
456846	0	72	0
456946	0	72	0
457046	0	72	0
457146	0	72	0
457246	0	72	0
457346	0	72	0
457446	0	72	0
457546	0	72	0
457646	0	72	0
457746	0	72	0
457846	0	72	0
457946	0	72	0
458046	0	72	0
458146	0	72	0
458346	0	72	0
458446	0	72	0
458547	0	72	0
458646	0	72	0
458746	0	72	0
458946	0	72	0
459046	0	72	0
459146	0	72	0
459246	0	72	0
459346	0	72	0
459446	0	72	0
459546	0	72	0
459646	0	72	0
459746	0	72	0
459846	0	72	0
459946	0	72	0
460046	0	72	0
460146	0	72	0
460246	0	72	0
460346	0	72	0
460446	0	72	0
460546	0	72	0
460646	0	72	0
460746	0	72	0
460846	0	72	0
460946	0	72	0
461046	0	72	0
461146	0	72	0
461246	0	72	0
461346	0	72	0
461446	0	72	0
461546	0	72	0
461646	0	72	0
461746	0	72	0
461846	0	72	0
461946	0	72	0
462046	0	72	0
462146	0	72	0
462246	0	72	0
462346	0	72	0
462446	0	72	0
462546	0	72	0
462646	0	72	0
462746	0	72	0
462846	0	72	0
462946	0	72	0
463046	0	72	0
463146	0	72	0
463246	0	72	0
463346	0	72	0
463446	0	72	0
463546	0	72	0
463647	0	72	0
463746	0	72	0
463846	0	72	0
463946	0	72	0
464046	0	72	0
464146	0	72	0
464246	0	72	0
464346	0	72	0
464446	0	72	0
464546	0	72	0
464646	0	72	0
464746	0	72	0
