timestamp	data1	data2
121273	1251690753	0
121373	1252018433	0
121473	1251756289	0
121572	1252280577	0
121672	1251952897	0
121779	1252018433	0
121872	1252149505	0
121972	1251887361	0
122071	1251690753	0
122171	1251821825	0
122271	1252083969	0
122371	1251952897	0
122471	1252083969	0
122571	1252018433	0
122671	1252018433	0
122771	1251887361	0
122870	1251625217	0
122970	1252149505	0
123070	1251952897	0
123170	1252018433	0
123270	1251821825	0
123369	1252018433	0
123469	1251952897	0
123569	1251887361	0
123669	1251821825	0
123769	1252149505	0
123869	1251756289	0
123969	1252018433	0
124068	1252083969	0
124168	1251952897	0
124268	1251821825	0
124368	1251887361	0
124468	1252346113	0
124567	1251952897	0
124667	1251952897	0
124767	1251887361	0
124867	1251821825	0
124967	1251756289	0
125067	1252083969	0
125167	1252018433	0
125266	1251756289	0
125366	1251952897	0
125466	1251952897	0
125566	1251756289	0
125666	1251821825	0
125766	1251625217	0
125865	1251887361	0
125965	1252018433	0
126065	1251690753	0
126165	1251821825	0
126265	1251821825	0
126365	1251952897	0
126464	1252280577	0
126564	1251887361	0
126664	1252215041	0
126764	1251821825	0
126864	1251690753	0
126964	1251756289	0
127064	1252083969	0
127163	1251690753	0
127263	1251887361	0
127363	1251952897	0
127463	1251821825	0
127563	1251625217	0
127663	1252018433	0
127763	1252018433	0
127862	1251887361	0
127962	1251821825	0
128062	1252149505	0
128162	1251690753	0
128262	1251952897	0
128362	1251887361	0
128461	1251952897	0
128561	1251756289	0
128661	1252018433	0
128761	1251690753	0
128861	1251952897	0
128961	1251756289	0
129060	1252083969	0
129160	1251887361	0
129260	1251821825	0
129360	1252018433	0
129460	1251887361	0
129560	1251821825	0
129659	1251756289	0
129759	1251952897	0
129859	1252018433	0
129959	1252083969	0
130059	1252018433	0
130159	1252149505	0
130258	1251821825	0
130358	1251821825	0
130458	1251756289	0
130558	1251952897	0
130658	1251756289	0
130758	1251756289	0
130857	1252083969	0
130957	1251887361	0
131057	1252018433	0
131157	1251952897	0
131257	1251952897	0
131357	1251821825	0
131457	1251756289	0
131556	1252018433	0
131656	1251952897	0
131756	1251887361	0
131856	1251756289	0
131956	1252149505	0
132056	1252018433	0
132156	1252018433	0
132256	1251887361	0
132355	1251756289	0
132455	1251952897	0
132555	1251821825	0
132655	1252346113	0
132755	1251821825	0
132854	1251887361	0
132954	1252280577	0
133054	1252083969	0
133154	1252083969	0
133254	1251756289	0
133354	1251887361	0
133453	1251756289	0
133553	1252018433	0
133653	1252083969	0
133753	1251887361	0
133853	1252018433	0
133953	1252083969	0
134052	1251887361	0
134152	1252018433	0
134252	1251821825	0
134352	1252018433	0
134452	1251756289	0
134552	1252280577	0
134652	1251952897	0
134751	1251690753	0
134851	1251952897	0
134951	1252083969	0
135051	1252083969	0
135151	1251821825	0
135251	1251887361	0
135350	1252018433	0
135450	1251952897	0
135550	1251559681	0
135650	1251756289	0
135750	1252018433	0
135850	1251887361	0
135949	1251821825	0
136049	1251887361	0
136149	1251887361	0
136249	1252018433	0
136349	1252215041	0
136449	1251756289	0
136549	1251887361	0
136648	1251952897	0
136748	1252083969	0
136848	1252083969	0
136948	1251756289	0
137048	1251821825	0
137148	1251952897	0
137248	1252018433	0
137347	1252018433	0
137447	1251887361	0
137547	1252018433	0
137647	1252149505	0
137747	1251952897	0
137846	1252018433	0
137946	1251690753	0
138046	1252149505	0
138146	1251821825	0
138246	1252149505	0
138346	1252149505	0
138445	1251821825	0
138545	1252018433	0
138645	1252083969	0
138745	1252280577	0
138845	1252149505	0
138945	1252083969	0
139045	1251887361	0
139144	1252149505	0
139244	1252149505	0
139344	1251821825	0
139444	1252018433	0
139544	1252018433	0
139644	1252083969	0
139743	1251887361	0
139843	1251952897	0
139943	1251952897	0
140043	1252083969	0
140143	1251821825	0
140243	1252018433	0
140342	1252215041	0
140442	1251952897	0
140542	1251821825	0
140642	1252280577	0
140742	1251887361	0
140842	1252149505	0
140942	1251887361	0
141041	1252149505	0
141141	1252083969	0
141241	1251887361	0
141341	1251952897	0
141441	1252083969	0
141541	1252346113	0
141640	1252149505	0
141740	1252477185	0
141840	1252083969	0
141940	1251887361	0
142040	1252149505	0
142140	1252346113	0
142239	1252215041	0
142339	1252018433	0
142439	1252346113	0
142539	1252018433	0
142639	1252083969	0
142739	1251952897	0
142839	1251952897	0
142938	1252149505	0
143038	1252149505	0
