timestamp	value
307674	0
308174	0
308674	0
309174	0
309675	0
310175	0
310675	0
311175	0
311675	0
312175	0
312675	0
313175	0
313675	0
314175	0
314675	0
315175	0
315675	0
316175	0
316675	0
317175	0
317675	0
318175	0
318675	0
319175	0
319675	0
320175	0
320675	0
321175	0
321675	0
322175	0
322675	0
323175	0
323675	0
324175	0
324675	0
325175	0
325675	0
326175	0
326675	0
327175	0
327675	0
328175	0
328675	0
329175	0
329675	0
330175	0
330675	0
331175	0
331675	0
332175	0
332675	0
333175	0
333675	0
334175	0
334675	0
335175	0
335675	0
336175	0
336675	0
337175	0
337675	0
338175	0
338675	0
339175	0
339675	0
340175	0
340675	0
341175	0
341675	0
342175	0
342675	0
343175	0
343675	0
344175	0
344675	0
345175	0
345675	0
346175	0
346675	0
347175	0
347675	0
348177	0
348675	0
349175	0
349675	0
350175	0
350676	0
351175	0
351676	0
352176	0
352676	0
353176	0
353676	0
354176	0
354676	0
355176	0
355676	0
356176	0
356676	0
357176	0
357676	0
358176	0
358676	0
359176	0
359676	0
360176	0
360676	0
361176	0
361676	0
362176	0
362676	0
363176	0
363676	0
364176	0
364676	0
365176	0
365676	0
366176	0
366676	0
367176	0
367676	0
368176	0
368676	0
369176	0
369676	0
370176	0
370676	0
371176	0
371676	0
372176	0
372676	0
373176	0
373676	0
374176	0
374676	0
375176	0
375676	0
376176	0
376676	0
377176	0
377676	0
378176	0
378676	0
379176	0
379676	0
380176	0
380676	0
381176	0
381676	0
382176	0
382676	0
383176	0
383676	0
384176	0
384677	0
385176	0
385676	0
386176	0
386676	0
387176	0
387676	0
388176	0
388676	0
389176	0
389676	0
