timestamp	data1	data2
307520	1247299841	0
307620	1247168769	0
307720	1247561985	0
307819	1247234305	0
307919	1247430913	0
308019	1247103233	0
308119	1247365377	0
308219	1247365377	0
308319	1247561985	0
308418	1247561985	0
308518	1247168769	0
308618	1247496449	0
308718	1247496449	0
308818	1247234305	0
308918	1247234305	0
309018	1247299841	0
309117	1247365377	0
309217	1247365377	0
309317	1247430913	0
309417	1247561985	0
309517	1247496449	0
309617	1247496449	0
309716	1247103233	0
309816	1247561985	0
309916	1247299841	0
310016	1247496449	0
310116	1247496449	0
310216	1247299841	0
310315	1247299841	0
310415	1247168769	0
310515	1247561985	0
310615	1247430913	0
310715	1247365377	0
310815	1247234305	0
310915	1247627521	0
311014	1247496449	0
311114	1247430913	0
311214	1247234305	0
311314	1247365377	0
311414	1247561985	0
311514	1247561985	0
311613	1247430913	0
311713	1247234305	0
311813	1247496449	0
311913	1247496449	0
312013	1247234305	0
312113	1247168769	0
312212	1247693057	0
312312	1247299841	0
312412	1247365377	0
312512	1247627521	0
312612	1247430913	0
312712	1247430913	0
312811	1247299841	0
312911	1247365377	0
313011	1247496449	0
313111	1247430913	0
313211	1247037697	0
313311	1247758593	0
313411	1247496449	0
313510	1247561985	0
313610	1247037697	0
313710	1247365377	0
313810	1247430913	0
313910	1247561985	0
314010	1247430913	0
314109	1247627521	0
314209	1247758593	0
314309	1247496449	0
314409	1247168769	0
314509	1247496449	0
314609	1247693057	0
314709	1247627521	0
314808	1247889665	0
314908	1247365377	0
315008	1247365377	0
315108	1247168769	0
315208	1247496449	0
315308	1247365377	0
315407	1247168769	0
315507	1247234305	0
315607	1247430913	0
315707	1247496449	0
315807	1247496449	0
315907	1247299841	0
316006	1247299841	0
316106	1247627521	0
316206	1247234305	0
316306	1247496449	0
316406	1247627521	0
316506	1247496449	0
316605	1247365377	0
316705	1247168769	0
316805	1247496449	0
316905	1247299841	0
317005	1247561985	0
317105	1247365377	0
317205	1247561985	0
317304	1247693057	0
317404	1247365377	0
317504	1247168769	0
317604	1247299841	0
317704	1247234305	0
317804	1247561985	0
317904	1247627521	0
318003	1247693057	0
318103	1247496449	0
318203	1247365377	0
318303	1247430913	0
318403	1247561985	0
318503	1247365377	0
318602	1247365377	0
318702	1247627521	0
318802	1247496449	0
318902	1247365377	0
319002	1247365377	0
319102	1247496449	0
319201	1247496449	0
319301	1247496449	0
319401	1247299841	0
319501	1247496449	0
319601	1247168769	0
319701	1247496449	0
319800	1247496449	0
319900	1247561985	0
320000	1247496449	0
320100	1247496449	0
320200	1247365377	0
320300	1247496449	0
320399	1247430913	0
320499	1247627521	0
320599	1247365377	0
320699	1247561985	0
320799	1247299841	0
320899	1247365377	0
320999	1247496449	0
321098	1247365377	0
321198	1247430913	0
321298	1247430913	0
321398	1247627521	0
321498	1247496449	0
321598	1247430913	0
321697	1247365377	0
321797	1247496449	0
321897	1247496449	0
321997	1247627521	0
322097	1247234305	0
322197	1247430913	0
322296	1247561985	0
322396	1247758593	0
322496	1247365377	0
322596	1247561985	0
322696	1247430913	0
322796	1247234305	0
322895	1247299841	0
322995	1247234305	0
323095	1247627521	0
323195	1247430913	0
323295	1247758593	0
323395	1247496449	0
323495	1247627521	0
323594	1247299841	0
323694	1247430913	0
323794	1247627521	0
323894	1247430913	0
323994	1247365377	0
324094	1247561985	0
324193	1247496449	0
324293	1247430913	0
324393	1247561985	0
324493	1247430913	0
324593	1247365377	0
324693	1247693057	0
324792	1247561985	0
324892	1247365377	0
324992	1247365377	0
325092	1247299841	0
325192	1247561985	0
325292	1247561985	0
325392	1247430913	0
325491	1247496449	0
325591	1247430913	0
325691	1247758593	0
325791	1247561985	0
325891	1247299841	0
325991	1247299841	0
326090	1247627521	0
326190	1247496449	0
326290	1247561985	0
326390	1247234305	0
326490	1247365377	0
326590	1247103233	0
326689	1247234305	0
326789	1247561985	0
326889	1247365377	0
326989	1247561985	0
327089	1247627521	0
327189	1247430913	0
327291	1247168769	0
327388	1247365377	0
327488	1247365377	0
327588	1247365377	0
327688	1247561985	0
327788	1247365377	0
327888	1247430913	0
327987	1247496449	0
328087	1247430913	0
328187	1247430913	0
328287	1247365377	0
328387	1247430913	0
328487	1247627521	0
328586	1247299841	0
328686	1247430913	0
328786	1247758593	0
328886	1247496449	0
328986	1247561985	0
329086	1247496449	0
329185	1247365377	0
329285	1247430913	0
329385	1247627521	0
329485	1247824129	0
329585	1247299841	0
329685	1247627521	0
329784	1247430913	0
329884	1247365377	0
329984	1247561985	0
330084	1247365377	0
330184	1247627521	0
330284	1247561985	0
330384	1247365377	0
330483	1247627521	0
330583	1247365377	0
330683	1247496449	0
330783	1247561985	0
330883	1247496449	0
330983	1247758593	0
331082	1247561985	0
331182	1247299841	0
331282	1247496449	0
331382	1247496449	0
331482	1247430913	0
331582	1247693057	0
331681	1247496449	0
331781	1247561985	0
331881	1247561985	0
331981	1247103233	0
332081	1247561985	0
332181	1247496449	0
332281	1247430913	0
332380	1247365377	0
332480	1247365377	0
332580	1247561985	0
332680	1247693057	0
332780	1247561985	0
332880	1247561985	0
332979	1247299841	0
333079	1247496449	0
333179	1247693057	0
333279	1247430913	0
333379	1247496449	0
333479	1247561985	0
333578	1247365377	0
333678	1247430913	0
333778	1247693057	0
333878	1247496449	0
333978	1247561985	0
334078	1247561985	0
334178	1247693057	0
334277	1247365377	0
334377	1247430913	0
334477	1247561985	0
334577	1247365377	0
334677	1247627521	0
334777	1247430913	0
334876	1247627521	0
334976	1247627521	0
335076	1247627521	0
335176	1247693057	0
335276	1247365377	0
335376	1247496449	0
335475	1247561985	0
335575	1247627521	0
335675	1247496449	0
335775	1247299841	0
335875	1247430913	0
335975	1247561985	0
336075	1247693057	0
336174	1247365377	0
336274	1247693057	0
336374	1247627521	0
336474	1247758593	0
336574	1247496449	0
336674	1247496449	0
336773	1247430913	0
336873	1247627521	0
336973	1247365377	0
337073	1247430913	0
337173	1247693057	0
337273	1247365377	0
337372	1247758593	0
337472	1247627521	0
337572	1247758593	0
337672	1247627521	0
337772	1247496449	0
337872	1247627521	0
337972	1247561985	0
338071	1247496449	0
338171	1247168769	0
338271	1247561985	0
338371	1247561985	0
338471	1247365377	0
338571	1247561985	0
338670	1247299841	0
338770	1247365377	0
338870	1247299841	0
338970	1247430913	0
339070	1247496449	0
339170	1247365377	0
339269	1247496449	0
339369	1247496449	0
339469	1247365377	0
339569	1247627521	0
339669	1247758593	0
339769	1247365377	0
339868	1247299841	0
339968	1247627521	0
340068	1247430913	0
340168	1247693057	0
340268	1247627521	0
340368	1247496449	0
340468	1247168769	0
